"","CLNT_ID","SESS_ID","HITS_SEQ","PD_C","PD_ADD_NM","PD_BRA_NM","PD_BUY_AM","PD_BUY_CT"
"649533",354566,3258102,57,102811,"색상:076(블랙)|사이즈:S(003) / 1개","에이치커넥트","5,000","1"
"649556",416014,8234075,317,373482,"색상:LGR|사이즈:105(XL) / 1개","엠폴햄","5,000","1"
"649685",916886,5248494,187,382320,"색상:08시그니처화이트|사이즈:M / 2개","지오다노","5,000","2"
"649885",4003408,3452794,91,610613,"1개","네이처리퍼블릭","5,000","1"
"649958",4324295,5165932,47,804105,"1개","마더케이","5,000","1"
"649963",4344839,10795996,135,506883,"색상:01|사이즈:M / 1개","지오다노","5,000","1"
"649970",4383135,7956574,93,250791,"색상:선택20_XWT|사이즈:FREE / 1개","탑텐","5,000","1"
"650064",6262909,11057,75,744293,"호수:01 / 1개","폴앤조(명품화장품)","45,000","1"
"650646",1460740,4483818,19,690828,"색상:14|사이즈:L / 1개","지오다노","5,000","1"
"650758",2720804,6107379,74,732377,"색상:ABV2WC1206BL|사이즈:90 / 1개","지오지아","5,000","1"
"650889",4171030,5397020,16,229923,"색상:(17A2_18S0155) 블루|사이즈:120 / 1개","트윈키즈","5,000","1"
"651010",4619476,2394290,47,643152,"사이즈:100|상품명:EPH3222 / 1개","엘르이너웨어","5,000","1"
"651054",3847700,8645791,120,689981,"색상:플라워네이비(A)|사이즈:S(55/90) / 1개","에이치커넥트","5,000","1"
"651059",3861966,8660006,33,488124,"1개","이니스프리","5,000","1"
"651163",4366124,4820,29,19558,"색상:09 레드 에니그마 / 1개","입생로랑","45,000","1"
"651318",4978760,4002359,70,737743,"색상:20 / 1개","입생로랑","45,000","1"
"651357",3133460,8109427,42,365565,"사이즈:90 / 1개","블루독베이비","46,000","1"
"651594",6190880,9398047,23,713829,"색상:그레이(190)|사이즈:87 / 1개","네파","47,700","1"
"651645",145832,9505371,138,567464,"색상:DBL|사이즈:31 / 1개","게스","47,900","1"
"651955",3343715,6631264,96,692915,"색상:LNV|사이즈:95 / 1개","탑텐","5,000","1"
"652088",5504280,5129370,23,138625,"색상:08|사이즈:L / 1개","지오다노","5,000","1"
"652156",5801789,9457562,18,519810,"옵션:[1049599614]GREY/260 / 1개","살레와","5,000","1"
"652165",5844730,2880332,42,690828,"색상:06|사이즈:S / 1개","지오다노","5,000","1"
"652370",5852997,917929,37,741765,"1개","크리니크","45,000","1"
"652423",6009388,4403243,92,140472,"색상:다크블루|사이즈:34(86) / 1개","리바이스","45,000","1"
"652491",3512993,2106490,240,648276,"색상:블랙|사이즈:73 / 1개","제이디엑스","47,400","1"
"652514",4790665,7296400,140,575912,"색상:PINK|사이즈:110 / 1개","시리즈(series)","47,400","1"
"652719",365728,5731967,77,560639,"사이즈:085 / 1개","나이키","47,200","1"
"653015",4032836,5682667,31,700026,"색상:블랙 / 2개","아레나(수영복)","5,000","2"
"653066",4233820,9449939,28,334812,"제품선택:선택18 파이어로보 이카루스 아이스건 / 1개","영실업","5,000","1"
"653265",4152312,9674551,138,803789,"색상:BLU2WD1003BL|사이즈:90 / 1개","지오지아","5,000","1"
"653439",6537003,1818087,116,742677,"색상:에스프레소 / 1개","바비브라운","45,000","1"
"653505",5248463,7938654,40,736957,"색상:301 / 1개","조르지오 아르마니","45,000","1"
"653524",5331718,2490627,102,229588,"4개","오덴세","45,000","4"
"653807",308327,3386753,60,291261,"색상/사이즈:핑 크 _ 75B 95@1851128 / 1개","에블린","47,800","1"
"654078",1570351,156991,22,744174,"색상:베이지|사이즈:85 / 2개","에블린","5,000","2"
"654119",5301231,7497422,18,647626,"색상:ABV5WD1101BL|사이즈:95 / 1개","지오지아","5,000","1"
"654279",5106097,4504875,56,690686,"색상:56|사이즈:M / 1개","지오다노","5,000","1"
"654318",5252286,8656255,71,661437,"1개","이니스프리","5,000","1"
"654472",3433031,6337487,26,702007,"색상선택:정글나이트|사이즈선택:One size / 1개","배럴","45,000","1"
"654560",2547365,9980322,9,489439,"색상:블랙|사이즈:90L / 1개","데상트 스포츠","45,000","1"
"654681",3200035,1544683,263,259468,"사이즈:235 / 1개","탐스","47,200","1"
"655154",1624640,4901146,68,840111,"1개","아모레퍼시픽(생활)","5,000","1"
"655407",3748974,8410381,60,276948,"색상:베이지(142)|사이즈:L(005) / 1개","에이치커넥트","5,000","1"
"655550",6101421,1943874,43,605040,"1개","아몬스","46,100","1"
"655651",4598332,3793816,60,107592,"색상:500 살몬 마뜨 / 1개","조르지오 아르마니","45,000","1"
"656031",6536802,6341007,34,556576,"컬러:다크블루 / 1개","락앤락","4,900","1"
"656044",899160,1351385,54,502384,"1개","바보사랑","4,940","1"
"656140",180984,6578627,27,5046,"상품명:오렌지|사이즈:95 / 3개","뱅뱅","5,000","3"
"656292",6125536,6770675,15,294477,"색상:022(화이트)|사이즈:S(003) / 1개","에이치커넥트","5,000","1"
"656555",6303976,6990902,230,705774,"색상:카키(213)|사이즈:85(L) / 1개","컬럼비아","45,000","1"
"656643",4487614,10930643,15,707899,"1개","에스티 로더","45,000","1"
"656784",2457227,3212784,122,96310,"선택:18_389 레드 네이비|사이즈:M / 1개","엠포리오 아르마니(언더웨어)","46,900","1"
"656847",5727412,7027182,459,332487,"색상:BLUE|사이즈:100 / 1개","밍크뮤","48,300","1"
"656862",5968641,9189327,34,507759,"색상:멜란지그레이(MG)|사이즈:95 / 1개","디스커버리","48,300","1"
"656979",9177,10097640,13,8596,"1개","포트메리온","48,600","1"
"657047",1607529,8869673,159,538581,"품번:01.BP8747|사이즈:105(XL) / 1개","아디다스(의류)","48,900","1"
"657048",1607529,8869673,159,538581,"품번:01.BP8747|사이즈:110(XXL) / 1개","아디다스(의류)","48,900","1"
"657331",4159853,1991622,16,670962,"상의색상:CH|상의사이즈:100 / 1개","탑텐","5,000","1"
"657369",4300083,10266642,207,462810,"색상:(17D2_18S0369) 핑크|사이즈:120 / 1개","트윈키즈","5,000","1"
"657419",4509211,3298697,373,659704,"상의색상:BK|상의사이즈:95 / 1개","탑텐","5,000","1"
"657520",3861966,8660006,33,661437,"1개","이니스프리","5,000","1"
"657664",3321591,159387,17,19558,"색상:01 루쥬 엑스트라바강트 / 1개","입생로랑","45,000","1"
"657743",3617104,9171859,2,377509,"1개","빌리프","45,000","1"
"657923",1016826,3347606,16,782722,"사이즈:팬티형 BIG 3팩(114매) / 2개","메리즈","47,900","2"
"658097",1957475,2770969,13,414588,"사이즈:M / 1개","캉골","48,000","1"
"658179",1706650,857743,325,31889,"색상/사이즈:YE/100 / 1개","뿌야뿌","5,000","1"
"658277",1339167,7197431,131,296255,"색상:BL|사이즈:120[11254408-3] / 1개","플레이키즈프로","5,000","1"
"658446",5511136,8383927,245,803857,"색상:BLU2TP1051GN|사이즈:95 / 1개","지오지아","5,000","1"
"658556",4619476,2470328,63,643152,"사이즈:100|상품명:EPH3222 / 1개","엘르이너웨어","5,000","1"
"658731",2978050,9010852,141,583133,"색상:17호 워터라이트 / 1개","리리코스","45,000","1"
"658821",3321591,589652,48,107592,"색상:201 브릭 마뜨 / 1개","조르지오 아르마니","45,000","1"
"658851",1339167,2277442,149,168944,"사이즈:180 / 1개","나이키","45,500","1"
"658852",1339167,5858301,50,236956,"사이즈:200 / 2개","나이키 키즈","45,500","2"
"658859",1549480,2798734,35,732967,"상품명:지미추 맨 아이스 오드트왈렛 50ML / 1개","코익퍼퓸(화장품)","45,500","1"
"658949",436666,8284,116,765672,"1개","아토팜","45,600","1"
"658960",6564939,7417838,47,372154,"색상:핑크|사이즈:XS / 1개","엔비에이","47,600","1"
"659194",4341708,2770215,42,732916,"1개","프리메라","48,000","1"
"659259",1460740,4483818,19,690686,"색상:59|사이즈:M / 1개","지오다노","5,000","1"
"659370",796820,5534453,373,656638,"색상:140(베이지)|사이즈:S(003) / 1개","에이치커넥트","5,000","1"
"659537",3861966,8668981,67,511586,"1개","이니스프리","5,000","1"
"659618",4252100,3063099,160,814507,"색상-사이즈:임의배송_FREE / 1개","평화","5,000","1"
"659647",4371664,4162118,142,106070,"상의색상:DNV|상의사이즈:105 / 1개","탑텐","5,000","1"
"659858",4231180,9168992,181,689893,"모델:303310 / 1개","클라란스","46,000","1"
"659926",6040516,9035402,48,377589,"선택:중복합성 / 1개","비오템","45,000","1"
"660327",4523263,5712736,99,152836,"사이즈:240 / 1개","탐스","47,200","1"
"660328",4523263,5717906,288,152836,"사이즈:240 / 1개","탐스","47,200","1"
"660463",1173371,3394023,17,294477,"색상:022(화이트)|사이즈:S(003) / 1개","에이치커넥트","5,000","1"
"660517",1369713,9607927,209,491812,"티셔츠사이즈:6M / 1개","드팜","5,000","1"
"660717",3674348,9467303,42,469482,"색상:02|사이즈:S / 1개","지오다노","5,000","1"
"660907",6071059,2370983,55,94354,"1개","덴티스테","46,900","1"
"660926",102789,5294345,69,455434,"1개","아이띵소(잡화)","47,000","1"
"660954",576750,979379,214,104299,"색상:블랙(DM7042)|사이즈:160cm / 1개","아디다스키즈(아동)","47,000","1"
"661059",59693,2447137,109,179793,"사이즈:220 / 1개","나이키","45,500","1"
"661060",59693,2447137,418,236956,"사이즈:220 / 1개","나이키키즈","45,500","1"
"661082",1339167,2329185,244,168944,"사이즈:180 / 1개","나이키","45,500","1"
"661083",1339167,5858301,50,236956,"사이즈:210 / 2개","나이키 키즈","45,500","2"
"661136",3922726,2468052,86,236956,"사이즈:200 / 1개","나이키키즈","45,500","1"
"661175",6259368,8553462,152,723868,"사이즈:220 / 1개","크록스","48,900","1"
"661479",945847,10345366,320,746972,"색상:블랙|사이즈:95 / 1개","에블린","5,000","1"
"661659",1536475,2186736,451,438988,"색상:BLU1WC1006GN|사이즈:95 / 1개","지오지아","5,000","1"
"661859",5537212,4208712,19,104030,"상의색상:BKP|상의사이즈:85 / 1개","탑텐","5,000","1"
"661924",5757514,2543071,70,802289,"1개","에뛰드하우스","5,000","1"
"661925",5757514,2543071,8,802289,"1개","에뛰드하우스","5,000","1"
"662030",3777309,3383624,29,737743,"색상:20 / 1개","입생로랑","45,000","1"
"662271",3240094,6235050,127,296954,"색상:선택01.BC818BA01R|사이즈:F / 1개","빈폴","48,000","1"
"662485",4392132,4489321,38,782722,"사이즈:팬티형 L 3팩(132매) / 2개","메리즈","47,900","2"
"662491",4699769,8380077,134,673716,"모델명:590705CPE-D2 / 1개","판도라","47,900","1"
"662924",5844730,2880332,42,690828,"색상:09|사이즈:S / 1개","지오다노","5,000","1"
"662959",5990065,662945,31,828337,"1개","토마스베일리","5,000","1"
"662993",6125536,7076610,129,294477,"색상:100(블랙)|사이즈:S(003) / 1개","에이치커넥트","5,000","1"
"663070",673244,1926492,48,688754,"색상선택:제제미뇽하우스+페퍼민트보드 / 1개","맘스보드","45,800","1"
"663114",5093360,4868758,109,189774,"SIZE:280 / 1개","뉴발란스(슈즈)","45,000","1"
"663148",5236394,9580892,13,552283,"1개","빌리프","45,000","1"
"663193",5411686,2836628,63,839000,"성별_색상:남성_네이비|사이즈:L / 1개","레이지비","45,000","1"
"663221",5536472,4041601,10,160627,"사이즈:075 / 1개","나이키","45,000","1"
"663257",963657,8505815,150,421384,"사이즈:90 / 1개","파코라반 베이비","46,500","1"
"663293",5162757,2365526,54,754389,"품번/사이즈:BI4509_블랙 / 100(L) / 1개","아디다스(의류)","46,500","1"
"663301",5621539,3458899,112,448158,"1개","후스앤후스","46,500","1"
"663394",5901477,771229,80,745286,"1개","불가리 향수","48,000","1"
"663572",3990030,4902641,97,477457,"색상:네이비(B50)|사이즈:43/44(280~290) / 1개","타미힐피거슈즈(백)","48,000","1"
"663777",965277,195835,22,8989,"색상:PK / 1개","레노마수영복","5,000","1"
"664196",6070465,522639,69,538689,"색상:네이비|사이즈:100 / 1개","라푸마브이아이피","45,200","1"
"664199",6526620,1348032,209,511914,"상품명:(7)06627-PLOMO|사이즈:29/180 / 1개","빅토리아","45,200","1"
"664373",1601522,9584149,68,450909,"색상:블랙(DB0922)|사이즈:140mm / 1개","아디다스키즈(아동)","46,000","1"
"664444",5368169,10446382,33,595097,"사이즈:160 / 1개","나이키","47,200","1"
"664597",6268586,877769,51,389769,"1개","굿베이스","47,700","1"
"664649",471998,8581356,56,782722,"사이즈:팬티형 L 3팩(132매) / 1개","메리즈","47,900","1"
"664660",1016826,1404938,24,782722,"사이즈:팬티형 BIG 3팩(114매) / 2개","메리즈","47,900","2"
"664706",2295406,2694512,61,783962,"색상:그레이|팬티사이즈:90 / 1개","에블린","5,000","1"
"664839",2711234,9595401,146,828378,"바디칼라:민트 / 1개","바보사랑","5,000","1"
"664965",4233820,9449939,28,334812,"제품선택:선택20 파이어로보 코어와치 / 1개","영실업","5,000","1"
"664989",4699769,7266764,383,463815,"색상/사이즈:크림핑/2호 / 1개","보리보리","5,000","1"
"665340",6568167,9541258,71,408434,"색상:304 칠리 코랄 / 1개","조르지오 아르마니","45,000","1"
"665594",5907476,6029149,209,428022,"사이즈:070 / 1개","나이키","47,200","1"
"665614",6253802,5600208,178,162234,"색상:네이비|사이즈:L / 1개","커스텀멜로우","47,200","1"
"665705",3553932,6496856,187,370201,"색상:042(핑크)|사이즈:FREE / 1개","지지피엑스","47,400","1"
"665710",3758508,221386,345,25217,"색상:멜란지그레이(MG)|사이즈:95 / 1개","디스커버리","47,400","1"
"666105",4371664,4162118,142,106018,"상의색상:TLM|상의사이즈:105 / 1개","탑텐","5,000","1"
"666359",5652486,8648663,21,397009,"색상:네이비(B60)|사이즈:M(8~9) / 1개","타미힐피거 칠드런","45,000","1"
"666469",6014779,100457,13,421074,"색상:BLU(블루)|사이즈:46-47(280~285mm) / 1개","아레나(수영복)","45,000","1"
"666558",5104813,7193314,21,778301,"직접입력1:루시(다람쥐)|직접입력2:매쉬베개솜 / 1개","밀로앤개비","47,900","1"
"666725",1522556,4439911,41,425208,"색상:블랙|사이즈:34 / 1개","레드페이스","48,000","1"
"666728",1575772,3535112,29,306810,"색상:[D]네이비|사이즈:M(58) / 1개","노스페이스","48,000","1"
"666754",1904017,479313,437,23731,"color1:브라운|color2:화이트 / 1개","모니카룸","48,000","1"
"666900",1536475,2186736,348,803814,"색상:BLU2WC1001YE|사이즈:95 / 1개","지오지아","5,000","1"
"667029",2822637,3630970,83,106070,"상의색상:WT|상의사이즈:95 / 1개","탑텐","5,000","1"
"667047",2873104,2258731,246,805609,"색상:50워시드카키|사이즈:S / 1개","지오다노","5,000","1"
"667062",2907853,883177,141,47852,"사이즈:90 / 1개","예스","5,000","1"
"667189",6589300,1194400,155,123860,"색상:TGN|사이즈:110(XXL) / 1개","엠폴햄","5,000","1"
"667276",3344295,10318262,253,468329,"색상:레드(445)|사이즈:S(003) / 1개","에이치커넥트","5,000","1"
"667420",1922982,5663029,52,177505,"사이즈:270 / 1개","뉴발란스(슈즈)","46,600","1"
"667426",4522777,4986026,37,139250,"1개","삼성전자","46,670","1"
"667447",123673,3996930,71,126897,"사이즈:L(105) / 1개","타미힐피거","46,800","1"
"667457",576750,1544754,170,808162,"모델명:907254-001|사이즈:250/7Y / 1개","나이키(슈즈)","46,800","1"
"667577",1631813,7657324,91,433174,"색상:GRAY|사이즈:120 / 1개","블루독","46,000","1"
"667628",2618786,3640987,73,635647,"1개","이지바이오메드","46,000","1"
"667808",21087,254171,28,482569,"사이즈:070 / 1개","나이키","47,200","1"
"667816",143057,10329774,107,549903,"사이즈:085 / 1개","나이키","47,200","1"
"668031",3374720,5417564,11,147419,"사이즈:100 / 1개","예스","5,000","1"
"668186",1525886,2727398,122,115999,"색상:GN(그린)|사이즈:72(28) / 1개","탑텐","5,000","1"
"668211",805206,8933344,26,606302,"1개","롯데리아","5,200","1"
"668286",4765145,2283735,101,584227,"2개","시세이도","5,000","2"
"668881",359884,226466,91,296954,"색상:선택02.BC818BA011|사이즈:F / 1개","빈폴","48,000","1"
"669147",2815326,8232123,2,728073,"색상:네이비|사이즈:120 / 1개","폴앤폴리","5,000","1"
"669193",1783173,5689550,125,704139,"1개","지에스25","5,000","1"
"669565",3015233,1853704,15,100419,"1개","투썸플레이스","5,100","1"
"669629",3736255,6381995,95,835534,"1개","아토팜","45,600","1"
"669785",5413711,8779772,42,336086,"1개","록시땅","46,000","1"
"669888",2030110,10623731,40,670859,"사이즈:슈퍼싱글|커버선택:애쉬그레이S/T / 1개","더코이즈","47,500","1"
"669931",952035,10946325,22,568397,"색상:화이트|사이즈:105 / 1개","에피그램","47,400","1"
"670014",5745279,10003357,56,438630,"색상1:라운드(2-4)지그잭 / 1개","키에트라","47,400","1"
"670023",6038606,883987,194,753345,"COLOR:WHITE|SIZE:240 / 1개","저스트지니","47,400","1"
"670238",2873104,2258731,246,760000,"색상:08미스티피치|사이즈:M / 1개","지오다노","5,000","1"
"670368",1570351,156991,22,652760,"색상사이즈:베이지85 / 1개","에블린","5,000","1"
"670683",6308429,25555,256,19558,"색상:11 앰비규어스 베이지 / 1개","입생로랑","45,000","1"
"670747",6074430,9000127,32,692624,"색상:블랙 / 1개","LG전자","45,340","1"
"670918",1980682,6602644,79,225042,"1개","베네피트","46,000","1"
"670994",2503148,7392165,19,616294,"1개","클라리소닉.","48,000","1"
