"","PD_C","PD_NM","CLAC1_NM","CLAC2_NM","CLAC3_NM"
"225565",84913,"언더아머 남성 컴프레션 반팔티 HG CS COMP SL 1273985-001 - LG","스포츠패션","남성일반스포츠의류","남성스포츠티셔츠"
"225613",734128,"탑바디 남성 드로즈 3종택일 TD122 [D] - TD122-그린105","속옷/양말/홈웨어","남성속옷","남성팬티"
"225697",679299,"EJ05 반팔티 3XL~4XL 티셔츠 남여공용 빅사이즈 2종 - EJ05_블랙 / XXXXL","남성의류","남성의류상의","남성티셔츠"
"225702",675785,"참앤들 해썹인증 - 데이앤 깔라만시 100％ 원액(1000ml*5팩) / 무료배송 - 데이앤 깔라만시","건강식품","건강진액","혼합즙"
"225703",674014,"올아워 파운데이션 SPF20/ PA+++ - B20 아이보리","화장품/뷰티케어","메이크업","BB/파운데이션/컴팩트류"
"225716",700354,"[지오지아] ANDZ EDITION체크 긴팔셔츠 BEV2WC1013BL - BEV2WC1013BL / 105","남성의류","남성의류상의","남성남방셔츠"
"225747",33124,"[정상가: 329,000]캐시미어 투톤 폼폼 코트 (7157416202)+퍼 - 베이지03 / 66","여성의류","여성의류아우터","여성코트"
"225877",586017,"디올 어딕트 립 글로우 - 007 라즈베리","화장품/뷰티케어","메이크업","립글로즈/틴트"
"225978",737749,"꾸뛰르 팔레트 5-칼라 레디-투-웨어 (아이섀도) - 13","화장품/뷰티케어","메이크업","아이섀도우"
"226044",432660,"유스풀 란제리 코튼 나이트셔츠 QS6104-020 - M(95)","속옷/양말/홈웨어","홈웨어","여성잠옷"
"226083",500350,"[김나운더키친] 서울식 생 아삭 포기김치 10kg / 국내산 - 포기김치10kg","냉장식품","포장반찬","김치류"
"226137",8421,"아벤트 클래식플러스 젖꼭지 신생아용x2개입","출산/육아용품","수유/이유용품","젖병/젖꼭지"
"226142",149188,"ESS 첼시 숏 (BQ0762/S17593) 아디다스 반바지 - BQ0762 / XL (105)","스포츠패션","남성일반스포츠의류","남성일반스포츠바지"
"226184",148408,"여성 로고포인트 래쉬가드 DWSW12731 - 화이트(WH) / 95","시즌스포츠","수영/물놀이","여성비치웨어"
"226207",218021,"남여공용라이프스타일슈즈_NBPT8F811(WX608WT) - White(화이트 / 255","스포츠패션","여성스포츠화","여성런닝/트레이닝화"
"226237",659440,"센소리아 주물 양수냄비 20cm","식기/조리기구","조리기구","냄비"
"226244",718836,"남성 PRINT ROUND TSHIRTS (070-031-406) - 004(화이트) / L(005)","남성의류","남성의류상의","남성티셔츠"
"226282",638858,"키스미 EX마스카라+세일러문 펜슬 아이라이너 세트 - 볼륨앤컬EX+변장펜(K118A)(SM011A)","화장품/뷰티케어","메이크업","마스카라"
"226317",641015,"코튼 앤 크림 섬유유연제 리필 2.1Lx6개 - 03)핑크센세이션x6","세제/위생","세탁세제","섬유유연제/향기지속제"
"226361",745085,"NSW 후디 풀집 플리스 클럽  804390-063 - 095","스포츠패션","남성일반스포츠의류","남성스포츠점퍼/재킷"
"226453",17878,"(NY)보이패턴2종티셔츠(28W10-670-01) - NY / 100","속옷/양말/홈웨어","유아동속옷","유아동내의"
"226463",7,"크록스키즈 크록밴드 클로그(204537外) 샌들/아쿠아슈즈 택일 - 11990-42T/J1","시즌스포츠","수영/물놀이","아쿠아슈즈"
"226489",425888,"레터링 데일리 반팔 티셔츠 (AJGWT022) - 블랙 / F","여성의류","여성의류상의","여성티셔츠/탑"
"226661",295695,"남여공용 스트링 볼 캡 모자(N162AP132P) - 블랙 / FREE","패션잡화","모자","야구모자"
"226675",256401,"흡습속건 기능이 우수한 여성 트레이닝 7부팬츠 4218OF251 - 01.OF251(BK) / 85(L)","스포츠패션","여성일반스포츠의류","여성일반스포츠바지"
"226677",220954,"난닝구 리스펙트 언발나염티 - 블랙(Black)-FREE","여성의류","여성의류상의","여성티셔츠/탑"
"226688",286455,"[G]UHD 파운데이션 세트 (리퀴드 OR 스틱) - UHD 스틱 파운데이션/Y225","화장품/뷰티케어","메이크업","메이크업세트"
"226704",542540,"[E]시카페어 나이트 리페어 (3mLx30ea) - CP08","화장품/뷰티케어","스킨케어","페이셜팩류"
"226755",451296,"블루마운틴 우븐 멀티키즈 9종 - 024 / 215","스포츠패션","유아동스포츠화","유아동런닝/트레이닝화"
"226775",159693,"아이브로우 펜슬 숯 유어셀프_남자눈썹연필(그레이)","화장품/뷰티케어","선케어","선크림류"
"226791",502078,"뉴발란스 남자 반바지 5인치 우븐 쇼츠 (NBNV8BB631-19) - NBNV8BB631-19 / XXL","스포츠패션","남성일반스포츠의류","남성일반스포츠바지"
"226893",502300,"[JB]베드타임 로션 500ml x2개","퍼스널케어","바디케어","바디보습"
"226975",680518,"[나이키] 우먼스 탄준 812655-110 - 230","스포츠패션","여성스포츠화","여성런닝/트레이닝화"
"227044",721283,"에코 클러치 주노 5013 2종 택1 - 핀스트라이프블랙","패션잡화","남성가방","남성숄더/크로스백"
"227073",524173,"라이프스타일 레귤러핏 셔츠&남방 9종택1(선물포장가능) - 03.DKEP2CSL108B1 / 110","남성의류","남성의류상의","남성남방셔츠"
"227105",599950,"모유 / 이유식보관 뚜껑 2P (화이트)","출산/육아용품","수유/이유용품","젖병/젖꼭지"
"227125",752632,"[궁중비책] 베이비 섬유유연제 리필 1500 (NEW)_GBKG3006 - 없음/12240856/","세제/위생","세탁세제","섬유유연제/향기지속제"
"227168",168893,"캐디패딩조끼_A16H4LO511 - RE/110｜12052197｜","유아동의류","유아의류상의","영유아베스트"
"227174",55619,"체크 플리츠 밴딩 원피스 9108141225048 - 카키 / F","여성의류","여성의류전신","여성원피스"
"227205",123307,"귀염면원피스(NGOPIG99) - FREE / 네이비스트라이프(NAS)","여성의류","여성의류전신","여성원피스"
"227280",273787,"[온라인 선출시] 골드 러쉬 미니 - 단품없음","화장품/뷰티케어","메이크업","블러셔/쉐이딩/하이라이터"
"227510",534459,"프레드페리 남녀공용 스니커즈 Kendrick Tipped Cuff Canvas SFPU1735210 - 화이트 / 240","스포츠패션","여성스포츠화","여성런닝/트레이닝화"
"227539",527558,"업타운홀릭 카운드 pants [찢청바지/밑단컷팅진/스판청바지/일자팬츠/크롭청바지] - l","여성의류","여성의류하의","여성청바지"
"227583",489632,"[본사] 빅로고 반팔티/유아키즈반팔티셔츠/NK9E82101U - (30)Yellow / 145","유아동의류","남아의류상의","남아티셔츠/탑"
"227593",352928,"실버폭스 야상형 점퍼 EH4NC065 - 그린(GR) / FREE","여성의류","여성의류아우터","여성점퍼"
"227603",482325,"츄츄 솔리드 우븐 슈즈(남) -5color - 화이트 / 8/41(265-270mm)","패션잡화","남성화","남성슬립온"
"227617",468191,"코르테즈 베이직 SL  (PS)  904767-102 - 210","패션잡화","유아동화","유아동스니커즈"
"227628",320256,"남여 아웃도어 샌들 8종 택1 CW5-BL3954,BL2678,BL4486,BL4481,BM2686 - BL3954(오렌지899) / 245","아웃도어/레저","등산","등산화"
"227682",606437,"[영실업] B-96 무한 스핀 베이스태디움 DX 세트//","완구","남아완구","조립/프라모델"
"227752",582420,"가격인하[14SS] ENRUFF (엔루프) 남성 라운드 티셔츠 DMP14223 - Y7(머스타드) / 100(L)","스포츠패션","남성등산/아웃도어의류","남성등산티셔츠"
"227782",684899,"아이패드 프로 10.5 케이스 버사커버_블랙 - 99MO056303(pink)","컴퓨터","컴퓨터주변기기","기타컴퓨터액세서리"
"227838",429781,"네이비 베이직 라운드 티셔츠 (BI8342U01R) - 남색 / 120","유아동의류","유아의류상의","영유아티셔츠/탑"
"227885",573210,"매트 래디언스 베이크드 파우더 새틴 하이라이터 7.5g","화장품/뷰티케어","메이크업","블러셔/쉐이딩/하이라이터"
"227905",454181,"알파스킨스포츠 롱타이츠 (CF7339) - 105","스포츠패션","남성일반스포츠의류","남성일반스포츠바지"
"227917",509126,"[소공 라세느] 주중런치 1인 뷔페권","상품권","모바일상품권","식음료모바일상품권"
"228016",770603,"헤이 4인 대리석 식탁세트(벤치2)","가구","주방가구","식탁세트"
"228021",712731,"썬 진정케어 3종세트(썬팩트+썬스크린+수딩젤)","출산/육아용품","유아스킨/바디케어","유아용화장품"
"228035",4006,"엘에브리데이넛츠 30+30개입 / 견과 견과류 땅콩 해바라기씨 건포도 호두 아몬드 - L에브리데이넛츠 20g 30+30","과일","견과류","혼합견과"
"228056",64994,"프로젝트엠 남성 넥트임 버튼 8부 티셔츠 EPY3TR1103 - WT(화이트) / 100(L)","남성의류","남성의류상의","남성티셔츠"
"228176",808267,"가볍고 푹신한 어센틱 라이트 블랙 VANS AUTHENTIC LITE (VN0004OQ187 - 230","스포츠패션","여성스포츠화","여성런닝/트레이닝화"
"228204",806404,"여성4차 아디제로 브라팬티 13종+보조패드 패키지 7FYBSG01 - 7FYBSG01/00 / 80C-95","속옷/양말/홈웨어","여성속옷","여성속옷세트"
"228258",136767,"[르꼬끄] 남녀공용 루즈핏 띠테이핑 반팔 맨투맨티셔츠 (Q8223FRS53) - WHT0_WHT / 090","스포츠패션","남성일반스포츠의류","남성스포츠티셔츠"
"228261",113072,"[야외 BBQ] 썸머 야외 바비큐 1인권","상품권","모바일상품권","식음료모바일상품권"
"228273",74944,"남 스마일 프린트 반팔티 098511 - 04 / L","남성의류","남성의류상의","남성티셔츠"
"228296",160856,"똥배보정 누디팬티 - 블랙 / XL(95-100)","속옷/양말/홈웨어","여성속옷","여성팬티"
"228362",22446,"[Womens Originals] 보이프렌드 트레포일 후디 {DH3152} - S","스포츠패션","여성일반스포츠의류","여성스포츠티셔츠/탑"
"228462",318294,"여성 로고 그래픽 반팔티셔츠_아이보리 (29526-0065) - 아이보리 / 90(M)","남성의류","남성의류상의","남성티셔츠"
"228529",738879,"PNC-S052 노트북 쿨링패드 받침대","컴퓨터","컴퓨터주변기기","기타컴퓨터액세서리"
"228537",776925,"[비어랩] 독일 맥주효모 분말 파우더 90g x 3통","건강식품","영양제","자연유래영양제"
"228570",757731,"[자체제작]핵스판 밑단풀림데님팬츠 6436 - 6436 / M","여성의류","여성의류하의","여성청바지"
"228609",712655,"남성 힐스 헨리넥 티셔츠 EP2MTS211NA - 네이비(NA) / 105(XL)","남성의류","남성의류상의","남성티셔츠"
"228644",451253,"자수줄지벌룬소매블라우스(BFHS1BL5711) - 스카이블루 / FREE","여성의류","여성의류상의","여성남방셔츠"
"228654",712575,"드라이 백 10L N172ABG020 워터백 슬링백 - 블랙 / 10L","패션잡화","남성가방","남성숄더/크로스백"
"228657",780544,"하이서포트 사계절 팬티스타킹 12족(PH3339SET) - KKAB0001_살구 / M-L","속옷/양말/홈웨어","여성양말류","스타킹"
"228750",468197,"파워 런 타이츠 NIKE 891692-011 - 095","스포츠패션","남성일반스포츠의류","남성일반스포츠바지"
"228767",470250,"[핑크시슬리] SET/케링 아이스 랩와이드팬츠세트 - 블랙Black_F","여성의류","여성의류상의","여성티셔츠/탑"
"228796",493932,"로제선셋 아웃밴드 남성드로즈 YSMDT805 - 100","속옷/양말/홈웨어","남성속옷","남성팬티"
"228808",431605,"커플파자마 잠옷바지 5부 7부 엠보 홈웨어 블루 핑크 큐티코끼리 - 큐티코끼리 엠보PJ / 5부 여-F","속옷/양말/홈웨어","홈웨어","남성잠옷"
"228856",346893,"미디도트패턴스커트 _KL1SK160A - 아이보리 / FREE","여성의류","여성의류하의","여성스커트"
"228894",168189,"남성 린넨 코튼 슬림 쇼츠 MSY2PH1501 - BK(블랙) / 82 (32)","남성의류","남성의류하의","남성캐주얼바지"
"228900",328674,"공용 원터치로고 5부 반팔티 - 블랙 / 105","남성의류","남성의류상의","남성티셔츠"
"228916",262007,"여성 선수 원피스 수영복(연습복) AUSCL07MNT - MNT / 085","시즌스포츠","수영/물놀이","여성수영복"
"228942",149319,"린넨 겹브이티셔츠 JH6TS011B - 아이보리 / free","여성의류","여성의류상의","여성티셔츠/탑"
"228981",87960,"(8월)엑스퍼트 리퀴드 섀도우(글림18) 2EA 섀도우 브러쉬 증정세트 - 102+101","화장품/뷰티케어","메이크업","아이섀도우"
"229020",115999,"여성비키니 하의 MSY2PH2295 - BK(블랙) / 67(26)","남성의류","남성의류상의","남성티셔츠"
"229036",83899,"벌사펌프퓨리 SYN CS (CN1630) - 선택01.CN1630 / 150","스포츠패션","여성스포츠화","여성런닝/트레이닝화"
"229064",156057,"남자 버클 샌들 슬리퍼 RMM061_BL - 카키 / 275","패션잡화","남성화","남성샌들"
"229084",199228,"오프숄더 레터링 티셔츠 EJ2CH560 - 네이비(NA) / 66(L)","여성의류","여성의류상의","여성티셔츠/탑"
"229089",197408,"[1309546100] 남성 UA 쇼다운 테이퍼드 팬츠 - 화이트 / 32/32","스포츠패션","남성일반스포츠의류","남성일반스포츠바지"
"229124",298522,"편안한 착화감 뛰어난 쿠셔닝 남성 스포츠샌들 4118DL215 - 01.DL215(BK) / 280","스포츠패션","여성스포츠화","여성스포츠샌들/슬리퍼"
"229147",355830,"[임블리]젤리 플라워랩스커트 - 핑크 / FREE","여성의류","여성의류하의","여성스커트"
"229165",151953,"[Mens Originals] 트림 디히 티{CV5833} - CV5833 / XL(105)","스포츠패션","남성일반스포츠의류","남성스포츠티셔츠"
"229286",211730,"여성 7.5CM 콥 힐 2 쿠션 샌들 (CH3707, CH3708, CH3709, CH3710, CDT04KH) - 카멜(CH3710) / 7.0M(240)","패션잡화","여성화","여성샌들"
"229303",157476,"안데로 V2 백팩 N181ABG080 - 블랙","패션잡화","남성가방","남성숄더/크로스백"
"229375",686956,"미니 차차틴트 (4ml)","화장품/뷰티케어","메이크업","블러셔/쉐이딩/하이라이터"
"229381",573166,"크록스공식 여성 CLEO V NAV(18SS204268) - NAVY_LIGHTGREY(Z41S) / W6(230)","시즌스포츠","수영/물놀이","아쿠아슈즈"
"229425",362087,"[빅쏘] 아이폰X 방탄 액정보호 2.5DX플러스 강화유리 필름","문구/사무용품","일반문구/사무용품","기타일반문구/사무용품"
"229507",307711,"베이비 보이 스트라이프 로고 반팔 바디슈트 3종 택1 (5238243153051,5238243151061,5 - 선택03_네이비(5238243152057) / 24M","여성의류","여성의류전신","여성원피스"
"229616",717940,"멜킨스포츠 스탠다드 헬스기구 전용 매트 - 헬스기구전용매트","헬스/피트니스","피트니스","요가/스포츠매트"
"229625",763735,"A/B컵 브라팬티세트 (BRS119) - 퍼플(호피) / 80C_95","속옷/양말/홈웨어","여성속옷","여성속옷세트"
"229651",838732,"[정상가 26,000원]대용량 망고 샤워젤 750ML(46375)","퍼스널케어","바디케어","바디워시"
"229664",831990,"[1+1] 더독 닥터소프트 치킨 (노령견용) 3kg","원예/애완","애견용품","애견사료"
"229681",791710,"남여공용 카모 레터링 반팔 티셔츠(O162TS005P) - 화이트(00) / 95","남성의류","남성의류상의","남성티셔츠"
"229689",804517,"스칸디나 욕실의자_ 피쉬","청소/세탁/욕실용품","욕실용품","욕실소품"
"229746",259756,"[강다니엘 EDITION] LaLaLa 에코백(AY7ABS51) - 핑크(PI) / FREE","패션잡화","여성가방","여성토트백"
