"","CLNT_ID","SESS_ID","SESS_SEQ","SESS_DT","TOT_PAG_VIEW_CT","TOT_SESS_HR_V","DVC_CTG_NM","ZON_NM","CITY_NM"
"593576",1486424,1324077,6,20180908,107,"2,365","mobile","Busan","Busan"
"593980",4379928,8171328,1,20180517,39,"778","mobile","Seoul","Seoul"
"594276",2424713,8896638,3,20180505,18,"499","mobile","Seoul","Seoul"
"594843",6118115,5992173,3,20180622,172,"1,849","mobile","Seoul","Seoul"
"594844",6118115,5988718,4,20180622,43,"917","mobile","Seoul","Seoul"
"595444",1255186,10230589,12,20180413,47,"1,090","mobile","Seoul","Seoul"
"595817",3178954,4640726,110,20180714,79,"2,044","mobile","Seoul","Seoul"
"595818",3178954,9173575,87,20180430,498,"3,993","mobile","Seoul","Seoul"
"595979",781390,3329165,2,20180805,64,"649","mobile","Seoul","Seoul"
"595980",781390,3090303,3,20180809,22,"2,099","mobile","Seoul","Seoul"
"596014",782438,5148410,3,20180706,117,"862","mobile","Daegu","Daegu"
"596116",4092790,9763645,7,20180420,17,"99","mobile","Seoul","Seoul"
"596277",4307921,1158989,8,20180911,112,"2,009","mobile","Busan","Busan"
"596962",6115465,10003021,8,20180416,12,"234","mobile","Gyeonggi-do","Anyang"
"597141",6188689,599705,31,20180920,48,"586","mobile","Gyeonggi-do","Gwangju-si"
"597142",6188689,3480751,28,20180802,18,"170","mobile","Gyeonggi-do","Gwangju-si"
"597758",5983944,3876933,12,20180727,53,"2,335","mobile","Gyeongsangnam-do","Jinju-si"
"597761",5990964,8786003,306,20180507,184,"1,440","mobile","Seoul","Seoul"
"598213",6486744,47374,8,20180930,48,"360","mobile","Jeollabuk-do","Jeongeup-si"
"598214",6486744,70537,4,20180929,241,"973","mobile","Jeollabuk-do","Jeongeup-si"
"598256",6411550,5408348,57,20180702,65,"810","mobile","Seoul","Seoul"
"598257",6411550,10672518,37,20180405,20,"592","mobile","Seoul","Seoul"
"598258",6411692,7477047,13,20180528,71,"1,345","mobile","Seoul","Seoul"
"599467",6563914,896031,49,20180915,416,"3,109","mobile","Daegu","Daegu"
"599948",3076723,9946787,6,20180417,370,"3,536","mobile","Busan","Busan"
"600544",2230980,8749623,2,20180507,134,"1,256","mobile","Seoul","Seoul"
"600874",5909460,8685532,30,20180508,99,"403","mobile","Seoul","Seoul"
"600875",5909460,2848089,46,20180813,19,"162","mobile","Seoul","Seoul"
"600876",5904817,4863267,99,20180710,83,"855","mobile","Seoul","Seoul"
"600877",5904817,6268917,90,20180617,33,"407","mobile","Seoul","Seoul"
"601224",3615359,7768199,1,20180524,169,"2,106","mobile","Seoul","Seoul"
"601289",3685500,6934078,66,20180606,51,"902","mobile","Busan","Busan"
"601290",3685500,2811402,77,20180814,16,"82","mobile","Busan","Busan"
"601831",5757514,2543071,37,20180818,96,"2,090","mobile","Seoul","Seoul"
"601832",5757514,2618105,30,20180817,56,"305","mobile","Gyeonggi-do","Anyang"
"601853",5752226,4855714,288,20180711,61,"691","mobile","Gyeongsangnam-do","Gimhae-si"
"601854",5752226,5043033,276,20180708,21,"88","mobile","Gyeongsangnam-do","Gimhae-si"
"601855",5752226,8482788,212,20180512,43,"235","mobile","Gyeongsangnam-do","Gimhae-si"
"602337",3153114,5458780,29,20180701,25,"1,915","mobile","Seoul","Seoul"
"602338",3153114,6290734,28,20180617,27,"138","mobile","Incheon","Incheon"
"602339",3153114,8664348,25,20180509,106,"1,199","mobile","Incheon","Incheon"
"602482",978585,8692740,6,20180508,19,"568","mobile","Busan","Busan"
"602613",1565248,5601464,9,20180628,58,"1,839","mobile","Seoul","Seoul"
"602717",6185531,1696245,53,20180902,155,"3,042","mobile","Incheon","Incheon"
"602739",6179343,10702396,30,20180405,88,"1,612","mobile","Seoul","Seoul"
"602740",6179343,10665205,31,20180405,2,"7","mobile","Gyeonggi-do","Uijeongbu-si"
"602961",2241966,10667607,7,20180405,165,"1,748","mobile","Gyeongsangnam-do","Jinju-si"
"602990",2388731,5452217,4,20180701,20,"54","mobile","Seoul","Seoul"
"602991",2388731,5861116,2,20180624,103,"666","mobile","Busan","Busan"
"603511",2163876,1860201,5,20180830,49,"623","mobile","Daejeon","Daejeon"
"603512",2163876,1509536,11,20180905,74,"3,583","mobile","Daejeon","Daejeon"
"603579",3080885,7957379,7,20180520,230,"4,380","mobile","Gyeonggi-do","Seongnam-si"
"603580",3080885,7948833,8,20180521,3,"26","mobile","Gyeonggi-do","Seongnam-si"
"603676",3015233,7806931,19,20180523,43,"386","mobile","Busan","Busan"
"603677",3015233,1853704,25,20180830,14,"187","mobile","Busan","Busan"
"603794",3099558,7910276,10,20180521,290,"3,305","mobile","Daegu","Daegu"
"603892",6398515,78988,186,20180929,301,"2,895","mobile","Seoul","Seoul"
"604039",6412417,7566232,2,20180527,8,"93","mobile","Seoul","Seoul"
"604225",5056500,2831640,153,20180813,33,"160","mobile","Seoul","Seoul"
"604226",5056500,10834966,113,20180403,82,"1,823","mobile","Seoul","Seoul"
"604266",5032183,10705263,71,20180405,105,"664","mobile","Seoul","Seoul"
"604285",5087479,9433640,1,20180426,35,"2,015","mobile","Chungcheongbuk-do","Cheongju-si"
"604302",5114710,3456269,188,20180803,103,"1,506","mobile","Seoul","Seoul"
"604357",5190695,7507902,1076,20180528,38,"189","mobile","Gyeongsangbuk-do","Gimcheon-si"
"604438",5318456,10745671,5,20180404,36,"884","mobile","Busan","Busan"
"605028",6052538,6164748,375,20180619,20,"260","mobile","Gyeonggi-do","Namyangju-si"
"605029",6052538,4696576,419,20180713,36,"1,725","mobile","Gyeonggi-do","Namyangju-si"
"605030",6052538,7023650,348,20180605,53,"634","mobile","Gyeonggi-do","Namyangju-si"
"605031",6052538,8638434,306,20180509,79,"374","mobile","Gyeonggi-do","Namyangju-si"
"605032",6052538,6623452,363,20180611,25,"173","mobile","Gyeonggi-do","Namyangju-si"
"605649",6147464,273915,8,20180926,75,"2,189","mobile","Gangwon-do","Samcheok-si"
"605829",2074604,971679,22,20180914,26,"221","mobile","Seoul","Seoul"
"605917",2078566,5646922,28,20180628,70,"2,233","mobile","Jeollabuk-do","Iksan"
"605993",1699624,9286138,12,20180428,13,"513","mobile","Busan","Busan"
"605994",1699624,9251797,19,20180429,53,"527","mobile","Busan","Busan"
"606043",2123348,2524799,2,20180819,55,"865","mobile","Seoul","Seoul"
"606044",2123348,2385977,4,20180821,51,"475","mobile","Seoul","Seoul"
"606101",3127947,7455485,2,20180529,67,"458","mobile","Seoul","Seoul"
"606102",3118886,9037098,1,20180502,39,"770","mobile","Gyeonggi-do","Suwon-si"
"606145",3128587,10657667,80,20180406,22,"280","mobile","Seoul","Seoul"
"606146",3128587,1139396,95,20180911,27,"185","mobile","Gyeongsangnam-do","Geoje-si"
"606351",3488026,9762717,4,20180420,60,"1,287","mobile","Seoul","Seoul"
"606762",4023361,10952538,23,20180401,17,"478","mobile","Seoul","Seoul"
"606763",4023361,7023611,56,20180605,170,"2,209","mobile","Seoul","Seoul"
"606764",4023361,10328500,30,20180411,43,"925","mobile","Seoul","Seoul"
"606951",5109997,9757127,18,20180421,2,"406","mobile","Seoul","Seoul"
"606954",5187283,7208608,32,20180602,34,"192","mobile","Busan","Busan"
"606955",5187283,7294457,31,20180531,115,"733","mobile","Busan","Busan"
"606956",5187283,6353192,34,20180616,16,"250","mobile","Busan","Busan"
"606999",5128970,6994430,3,20180605,30,"386","mobile","Seoul","Seoul"
"607230",1500264,5836511,2,20180624,34,"1,763","mobile","Seoul","Seoul"
"607231",1500264,5688476,9,20180627,50,"234","mobile","Chungcheongnam-do","Seosan-si"
"607334",1419147,9831447,4,20180419,82,"1,171","mobile","Gwangju","Gwangju"
"607614",72629,5550483,39,20180629,28,"749","mobile","Gyeongsangnam-do","Gimhae-si"
"607615",72629,5206265,44,20180705,11,"97","mobile","Daegu","Daegu"
"607616",72629,5953846,19,20180622,58,"1,029","mobile","Gyeongsangnam-do","Gimhae-si"
"607617",72629,1205453,71,20180910,31,"167","mobile","Busan","Busan"
"607618",72629,4067367,64,20180723,77,"3,938","mobile","Gyeongsangnam-do","Gimhae-si"
"607619",72629,5229248,43,20180705,261,"4,463","mobile","Gyeongsangnam-do","Gimhae-si"
"607679",955723,5491073,2,20180630,126,"3,506","mobile","Daejeon","Daejeon"
"607773",959091,3634319,11,20180731,19,"457","mobile","Seoul","Seoul"
"607774",959091,3608797,12,20180731,1,"","mobile","Seoul","Seoul"
"607803",967958,7073202,4,20180604,13,"397","mobile","Seoul","Seoul"
"607804",967958,7067595,5,20180604,1,"","mobile","Seoul","Seoul"
"608168",2017378,6412411,101,20180615,113,"3,847","mobile","Seoul","Seoul"
"608169",2017378,9585280,68,20180423,155,"3,335","mobile","Seoul","Seoul"
"608247",2024756,3945835,19,20180725,30,"134","mobile","Gyeongsangbuk-do","Pohang-si"
"608248",2024756,6963638,11,20180606,60,"798","mobile","Gyeongsangbuk-do","Pohang-si"
"609284",5135532,4922485,7,20180709,20,"329","mobile","Daegu","Daegu"
"609720",1923144,6022237,41,20180621,185,"965","mobile","Seoul","Seoul"
"609721",1923144,7849517,20,20180522,39,"243","mobile","Gyeonggi-do","Gunpo-si"
"610480",979297,6945432,2,20180606,112,"3,619","mobile","Chungcheongnam-do","Hongseong-gun"
"610661",2398415,1846633,8,20180830,54,"236","mobile","Seoul","Seoul"
"610662",2398415,4810768,4,20180711,27,"1,523","mobile","Seoul","Seoul"
"610679",2401939,6416585,387,20180615,140,"563","mobile","Busan","Busan"
"610680",2401939,4473631,436,20180717,61,"714","mobile","Busan","Busan"
"610681",2401939,5633961,405,20180628,83,"1,425","mobile","Busan","Busan"
"610682",2401939,4471021,437,20180717,46,"2,018","mobile","Busan","Busan"
"610977",2868538,1987160,7,20180828,52,"581","mobile","Seoul","Seoul"
"610978",2868538,3137241,2,20180808,136,"1,063","mobile","Jeollanam-do","Suncheon-si"
"611411",5178111,10728771,9,20180404,20,"230","mobile","Seoul","Seoul"
"611976",3617104,9177077,2,20180430,48,"1,806","mobile","Seoul","Seoul"
"611977",3617104,9171859,3,20180430,5,"290","mobile","Seoul","Seoul"
"612050",3112893,1133670,4,20180911,62,"3,536","mobile","Seoul","Seoul"
"612051",3112893,7660512,2,20180525,49,"1,534","mobile","Seoul","Seoul"
"612337",567604,1821843,11,20180831,247,"7,050","mobile","Incheon","Incheon"
"612383",6414314,10503340,2,20180408,105,"759","mobile","Seoul","Seoul"
"612415",6423370,4349801,2,20180719,18,"157","mobile","Seoul","Seoul"
"612416",6423370,4342297,3,20180719,28,"281","mobile","Seoul","Seoul"
"612511",1307607,1328736,3,20180908,93,"1,240","mobile","Seoul","Seoul"
"613269",4059136,2338164,32,20180822,51,"915","mobile","Gyeongsangnam-do","Haman-gun"
"613379",4058031,5862617,1,20180624,40,"792","mobile","Seoul","Seoul"
"613497",2973836,10937919,2,20180401,262,"4,008","mobile","Gwangju","Gwangju"
"613662",2984219,7077603,23,20180604,44,"1,118","mobile","Seoul","Seoul"
"613663",2984219,7029307,25,20180605,57,"823","mobile","Seoul","Seoul"
"614469",2861479,4649563,2,20180714,56,"1,028","mobile","Seoul","Seoul"
"614470",2861479,4643434,3,20180714,78,"1,273","mobile","Seoul","Seoul"
"614919",3551102,2834036,7,20180813,37,"489","mobile","Seoul","Seoul"
"614920",3551102,3372033,5,20180804,22,"1,654","mobile","Seoul","Seoul"
"614925",3545114,10575038,2,20180407,54,"721","mobile","Seoul","Seoul"
"614926",3545114,10547917,3,20180407,1,"","mobile","Seoul","Seoul"
"615214",2935053,1905481,30,20180829,39,"312","mobile","Seoul","Seoul"
"615863",1342014,6587650,33,20180612,63,"493","mobile","Daegu","Daegu"
"615864",1342014,8627772,24,20180509,34,"385","mobile","Busan","Busan"
"615865",1342014,9779009,16,20180420,51,"583","mobile","Busan","Busan"
"615910",1352069,7607600,568,20180526,41,"1,122","mobile","Seoul","Seoul"
"615911",1352069,3624016,691,20180731,10,"89","mobile","Seoul","Seoul"
"615912",1352069,5008345,638,20180708,83,"425","mobile","Seoul","Seoul"
"615913",1352069,3341058,714,20180805,86,"1,394","mobile","Seoul","Seoul"
"615914",1352069,6301996,600,20180617,290,"1,887","mobile","Seoul","Seoul"
"615915",1352069,7558580,571,20180527,337,"6,199","mobile","Seoul","Seoul"
"616261",2064449,473064,5,20180922,54,"935","mobile","Gyeongsangnam-do","Jinju-si"
"616262",2064449,467734,6,20180922,60,"348","mobile","Busan","Busan"
"616595",1919507,1142131,2,20180911,37,"1,398","mobile","Seoul","Seoul"
"616622",1922333,10829016,7,20180403,33,"2,057","mobile","Seoul","Seoul"
"616683",2324618,7482462,14,20180528,44,"862","mobile","Jeollanam-do","Suncheon-si"
"617007",1929669,4300654,25,20180720,29,"238","mobile","Gyeonggi-do","Seongnam-si"
"617008",1929669,4291254,26,20180720,94,"1,922","mobile","Seoul","Seoul"
"617009",1929669,7338278,17,20180531,33,"274","mobile","Seoul","Seoul"
"617010",1929669,3981098,46,20180725,25,"134","mobile","Seoul","Seoul"
"617047",1938680,4582772,90,20180715,67,"727","mobile","Seoul","Seoul"
"617048",1938680,9741233,83,20180421,257,"3,784","mobile","Seoul","Seoul"
"617085",1987621,3262520,1,20180806,22,"217","mobile","Gyeonggi-do","Siheung-si"
"617322",3480449,4275575,38,20180720,90,"1,212","mobile","Seoul","Seoul"
"617323",3480449,6500987,23,20180613,64,"417","mobile","Busan","Busan"
"617324",3480449,7020707,21,20180605,14,"178","mobile","Busan","Busan"
"617401",1657086,7138941,31,20180603,32,"1,099","mobile","Seoul","Seoul"
"617676",1045,9416743,34,20180426,43,"452","mobile","Seoul","Seoul"
"618106",3385383,9486081,2,20180425,49,"296","mobile","Seoul","Seoul"
"618107",3385383,8280899,3,20180515,84,"512","mobile","Seoul","Seoul"
"618198",1360309,5971168,9,20180622,21,"1,277","mobile","Seoul","Seoul"
"618303",291055,5837430,60,20180624,192,"2,214","mobile","Seoul","Seoul"
"618304",291055,6493150,46,20180613,73,"877","mobile","Seoul","Seoul"
"618305",291055,1196612,96,20180910,43,"342","mobile","Seoul","Seoul"
"618357",289644,6206434,72,20180618,126,"743","mobile","Incheon","Incheon"
"618358",289644,7411486,51,20180529,54,"575","mobile","Incheon","Incheon"
"618359",289644,6156583,78,20180619,125,"6,878","mobile","Seoul","Seoul"
"618360",289644,7551906,37,20180527,39,"210","mobile","Incheon","Incheon"
"618480",565914,10238292,37,20180412,12,"110","mobile","Seoul","Seoul"
"618481",565914,9951185,42,20180417,78,"727","mobile","Seoul","Seoul"
"618482",565914,6135285,49,20180619,62,"1,843","mobile","Seoul","Seoul"
"618774",3037550,8696181,33,20180508,106,"1,616","mobile","Seoul","Seoul"
"618775",3037550,8398540,35,20180513,116,"730","mobile","Seoul","Seoul"
"618776",3037550,8403438,34,20180513,113,"1,924","mobile","Seoul","Seoul"
"618839",2765862,328461,1,20180925,26,"492","mobile","Busan","Busan"
"619136",4277613,6713085,261,20180610,54,"635","mobile","Seoul","Seoul"
"619137",4277613,9379958,180,20180427,37,"223","mobile","Seoul","Seoul"
"619138",4277613,9238107,183,20180429,20,"171","mobile","Seoul","Seoul"
"619139",4277613,10363097,153,20180410,256,"1,838","mobile","Seoul","Seoul"
"619290",4268903,4132788,15,20180722,52,"649","mobile","Chungcheongnam-do","Yesan-gun"
"619653",1159778,5270329,2,20180704,97,"1,095","mobile","Seoul","Seoul"
"619893",6154669,2164039,6,20180825,86,"688","mobile","Seoul","Seoul"
"619894",6154669,2210022,4,20180824,74,"1,213","mobile","Seoul","Seoul"
"619895",6154669,2189603,5,20180824,65,"265","mobile","Seoul","Seoul"
"619896",6154669,2215575,3,20180824,133,"1,711","mobile","Seoul","Seoul"
"620017",6230699,5018967,96,20180708,213,"1,863","mobile","Busan","Busan"
"620018",6230699,5025801,95,20180708,381,"6,181","mobile","Busan","Busan"
"620717",5510794,2180081,3,20180825,14,"279","mobile","Seoul","Seoul"
"620776",567604,555958,24,20180921,93,"2,826","mobile","Incheon","Incheon"
"620852",5515220,5970405,17,20180622,38,"667","mobile","Busan","Busan"
"620853",5515220,7015266,11,20180605,53,"238","mobile","Gwangju","Gwangju"
"620854",5515220,8704789,5,20180508,81,"614","mobile","Busan","Busan"
"620855",5515220,7624233,8,20180526,72,"664","mobile","Daegu","Daegu"
"620885",5518239,2957913,60,20180811,206,"1,434","mobile","Busan","Busan"
"620886",5518239,4274585,11,20180720,49,"909","mobile","Busan","Busan"
"620887",5518239,2236259,69,20180824,400,"5,926","mobile","Ulsan","Ulsan"
"620888",5518239,2081516,75,20180826,161,"1,510","mobile","Ulsan","Ulsan"
"620889",5518239,3942921,30,20180725,125,"979","mobile","Ulsan","Ulsan"
"621324",3575238,829220,2,20180916,84,"962","mobile","Gyeonggi-do","Seongnam-si"
"621886",5355014,822029,11,20180916,92,"788","mobile","Gyeonggi-do","Hwaseong-si"
"621910",3623150,2095463,9,20180826,38,"537","mobile","Busan","Busan"
"621911",3623150,2132365,8,20180826,16,"137","mobile","Busan","Busan"
"622202",1746232,10554134,43,20180407,154,"3,165","mobile","Daegu","Daegu"
"622203",1746232,10486292,49,20180408,22,"301","mobile","Daegu","Daegu"
"623033",5856100,820772,279,20180916,101,"611","mobile","Seoul","Seoul"
"623770",5767728,608318,28,20180920,56,"706","mobile","Seoul","Seoul"
"623771",5767728,734304,20,20180918,189,"1,852","mobile","Seoul","Seoul"
"623984",3927213,1761743,119,20180901,50,"321","mobile","Gyeonggi-do","Yongin-si"
"623985",3927213,5076762,111,20180707,22,"185","mobile","Seoul","Seoul"
"624026",3928223,7360537,32,20180530,40,"390","mobile","Busan","Busan"
"624027",3928223,9968845,27,20180417,27,"1,734","mobile","Busan","Busan"
"624028",3928223,4780412,37,20180712,25,"202","mobile","Busan","Busan"
"624480",651296,8050809,31,20180519,396,"3,246","mobile","Gyeonggi-do","Goyang-si"
"624481",651296,9471699,30,20180425,499,"3,612","mobile","Gyeonggi-do","Goyang-si"
"624482",651296,4530321,47,20180716,79,"496","mobile","Seoul","Seoul"
"624483",651296,4775988,38,20180712,476,"3,850","mobile","Seoul","Seoul"
"624484",651296,5882007,33,20180624,91,"1,822","mobile","Seoul","Seoul"
"624485",651296,10447250,28,20180409,122,"1,949","mobile","Seoul","Seoul"
"624486",651296,4621858,46,20180714,13,"319","mobile","Gyeonggi-do","Goyang-si"
"625398",6076739,5296162,6,20180703,39,"719","mobile","Busan","Busan"
"625665",10902,3577876,16,20180801,67,"678","mobile","Seoul","Seoul"
"625758",8986,1400159,2,20180907,36,"327","mobile","Ulsan","Ulsan"
"625759",8986,1403458,1,20180907,69,"1,506","mobile","Ulsan","Ulsan"
"626686",6253802,5600208,3,20180628,213,"1,387","mobile","Seoul","Seoul"
"626810",6562148,1034187,30,20180913,75,"1,490","mobile","Daejeon","Daejeon"
"627174",2268765,10732309,318,20180404,36,"309","mobile","Seoul","Seoul"
"627175",2268765,8815706,376,20180506,18,"400","mobile","Jeollabuk-do","Gunsan-si"
"627217",4333742,5600292,3,20180628,342,"4,967","mobile","Daejeon","Daejeon"
"627337",4404299,10217065,12,20180413,135,"1,556","mobile","Gyeonggi-do","Suwon-si"
"627338",4404299,10248694,10,20180412,75,"830","mobile","Gyeonggi-do","Suwon-si"
"627587",4142404,10590357,1,20180407,46,"221","mobile","Seoul","Seoul"
"627803",2010922,7758322,242,20180524,36,"272","mobile","Seoul","Seoul"
"627804",2010922,5237933,284,20180704,75,"397","mobile","Gyeonggi-do","Hwaseong-si"
"627805",2010922,5384429,275,20180702,35,"1,458","mobile","Seoul","Seoul"
"627806",2010922,7369747,247,20180530,23,"1,442","mobile","Seoul","Seoul"
"627807",2010922,5667543,267,20180627,13,"139","mobile","Seoul","Seoul"
"628441",3181044,1275363,8,20180909,45,"1,155","mobile","Gyeongsangnam-do","Gimhae-si"
"628442",3181044,2753091,6,20180815,80,"1,845","mobile","Gyeongsangnam-do","Gimhae-si"
"628737",2914845,5620809,26,20180628,46,"333","mobile","Ulsan","Ulsan"
"628738",2914845,10646525,17,20180406,32,"876","mobile","Ulsan","Ulsan"
"628739",2914845,5271863,28,20180704,26,"553","mobile","Ulsan","Ulsan"
"628874",1998193,8365085,190,20180514,60,"271","mobile","Seoul","Seoul"
"628916",1998947,10296911,6,20180412,40,"669","mobile","Incheon","Incheon"
"629042",6304170,2667483,3,20180816,144,"2,295","mobile","Seoul","Seoul"
"629043",6304170,2655954,4,20180816,57,"1,482","mobile","Seoul","Seoul"
"629119",6314486,1401938,53,20180907,29,"158","mobile","Daegu","Daegu"
"629120",6314486,6870889,29,20180607,51,"1,638","mobile","Seoul","Seoul"
"629125",6307874,10031319,7,20180416,18,"344","mobile","Seoul","Seoul"
"629439",4133731,7974525,58,20180520,31,"482","mobile","Chungcheongnam-do","Cheonan-si"
